Id,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
3992,20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,Good
237,43.7,89.5,5.3,18.6,36.3,7.7,1.83,4.0,656,Poor
3097,27.6,51.2,7.0,14.8,19.6,6.1,0.98,18.2,315,Good
3488,32.0,95.2,28.6,41.8,38.3,23.0,2.11,6.4,435,Poor
1133,29.9,60.8,88.5,93.5,16.5,4.9,1.7,7.1,454,Moderate
1805,33.5,75.7,2.3,18.1,29.4,10.1,1.45,6.0,633,Moderate
4317,36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,Poor
163,33.4,98.5,42.7,57.5,47.9,14.3,2.66,2.6,788,Hazardous
3492,26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494,Moderate
4709,27.7,68.1,11.0,19.6,21.2,9.0,1.33,5.7,420,Moderate
4630,23.9,62.4,0.8,13.0,26.1,7.2,1.56,6.1,497,Moderate
3453,30.9,73.9,7.1,19.8,27.7,4.1,1.19,6.1,545,Moderate
3199,38.5,97.0,30.2,54.0,43.1,24.5,2.91,6.6,773,Hazardous
3634,27.2,43.8,18.4,23.1,21.5,2.6,1.03,12.1,253,Good
3939,25.3,79.8,2.3,10.9,33.5,14.1,2.04,4.3,602,Poor
1811,30.0,78.1,38.4,55.7,30.8,16.4,1.45,5.9,739,Poor
3649,20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338,Good
4049,34.6,48.6,4.5,15.6,26.6,13.0,1.42,12.0,410,Moderate
1428,21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372,Good
3613,32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,643,Poor
3131,36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483,Moderate
3396,25.6,49.6,0.1,3.9,22.8,4.9,1.02,13.8,575,Good
4460,22.9,66.9,7.8,16.3,21.8,8.1,1.07,10.0,435,Good
4649,21.5,75.4,11.2,17.5,14.8,6.3,1.01,14.6,298,Good
2820,21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,Good
1452,24.8,57.4,11.2,16.3,17.1,2.8,1.24,12.9,495,Good
593,24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good
41,26.3,73.3,17.7,23.6,35.2,14.1,1.77,6.3,482,Moderate
560,29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,Moderate
3273,27.1,63.0,15.9,18.5,15.7,6.9,0.96,10.3,383,Good
3244,35.1,92.3,81.2,114.2,35.1,14.7,2.5,2.7,589,Hazardous
243,47.0,95.3,3.0,23.4,36.3,24.4,2.4,3.4,582,Hazardous
1339,33.8,68.4,7.2,15.0,18.5,2.6,1.06,11.5,468,Good
2780,29.4,54.3,9.2,15.5,29.3,8.6,1.49,10.6,405,Moderate
3187,28.0,53.6,20.2,28.4,14.1,2.7,0.99,11.7,475,Good
3799,24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,Poor
1442,37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,Hazardous
261,31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339,Moderate
2764,26.4,45.0,1.3,6.3,20.5,4.4,0.96,10.2,225,Good
1689,28.3,65.8,7.3,9.8,23.3,3.6,1.03,13.0,563,Good
1725,43.4,78.1,37.0,52.3,44.6,16.0,2.03,2.5,799,Hazardous
4792,36.4,99.6,56.6,65.3,30.6,21.2,2.9,4.4,699,Hazardous
834,26.3,52.6,3.7,8.9,27.3,7.8,1.03,10.8,246,Good
1866,29.1,93.5,9.8,30.2,29.3,13.4,1.54,5.4,402,Poor
2496,18.8,75.9,10.5,18.4,13.9,5.8,0.76,11.4,557,Good
2010,27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241,Good
340,33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405,Good
2988,42.0,92.6,10.8,29.5,47.4,35.7,2.21,5.5,770,Hazardous
1601,50.7,68.0,39.7,60.8,35.2,29.7,2.77,4.7,862,Hazardous
3875,45.9,87.5,25.7,49.6,46.2,22.1,2.86,3.5,571,Hazardous
4694,29.4,64.6,13.7,29.0,27.6,13.0,1.83,5.0,722,Poor
480,27.3,45.7,3.0,8.6,10.5,7.1,0.96,10.8,426,Good
2825,39.5,98.6,93.8,104.7,31.7,11.5,2.31,6.2,713,Poor
4329,29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418,Moderate
3540,36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,Moderate
4638,38.0,84.6,34.2,62.4,43.8,17.8,2.62,6.7,598,Hazardous
3046,24.2,83.2,19.6,29.1,22.4,1.7,1.37,6.0,384,Moderate
3990,33.2,80.6,18.5,32.1,23.0,21.3,1.84,5.4,793,Poor
1766,52.4,102.6,204.0,221.6,44.4,12.9,3.16,3.9,588,Hazardous
4473,27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate
2453,33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,679,Moderate
2877,35.4,85.4,6.2,21.7,30.9,8.9,1.69,8.9,601,Moderate
3815,29.2,72.1,25.5,32.3,13.3,5.7,1.08,10.9,358,Good
4016,32.0,48.8,0.7,15.8,16.9,8.6,1.65,5.2,662,Moderate
4677,48.8,101.3,25.5,50.1,37.5,38.7,2.87,3.0,544,Hazardous
3679,22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,Good
1271,25.2,75.0,20.4,25.4,13.9,4.9,0.91,10.2,390,Good
3077,24.5,73.3,7.8,12.5,21.6,4.5,0.94,10.2,322,Good
4501,26.6,56.1,1.6,4.6,23.2,4.4,0.87,10.2,322,Good
3094,24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203,Good
4653,17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,Good
347,21.3,63.9,6.1,8.0,25.7,15.7,1.35,8.0,610,Moderate
3881,31.6,97.6,85.9,101.9,45.0,25.8,1.82,7.4,804,Poor
4623,40.5,87.4,11.0,17.9,19.4,15.2,1.44,9.4,476,Moderate
2562,24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385,Good
4590,40.0,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591,Poor
1423,25.8,56.2,8.5,16.8,29.4,10.3,1.3,5.0,414,Moderate
656,19.4,36.3,7.6,10.5,25.6,8.5,1.01,10.4,391,Good
2102,34.8,68.1,64.3,74.2,39.9,11.2,2.26,4.0,537,Poor
632,26.7,100.1,3.9,18.1,30.7,15.5,1.62,3.7,457,Poor
2892,25.0,55.1,2.2,7.7,27.2,7.2,1.04,10.1,294,Good
2493,26.8,71.2,9.5,22.8,20.4,14.0,1.54,6.2,367,Moderate
2665,26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606,Good
4015,21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576,Good
3662,23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,Good
3307,25.4,56.8,5.7,8.2,15.6,4.2,1.01,12.0,375,Good
3096,33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596,Poor
3919,33.8,85.3,64.5,78.9,35.3,0.6,1.85,6.7,484,Poor
2500,33.1,57.8,17.2,33.0,28.3,9.2,1.38,5.2,642,Moderate
1465,25.5,63.0,29.1,38.7,28.8,4.7,1.32,5.9,527,Moderate
2833,26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267,Good
115,38.2,78.2,21.3,45.1,29.2,16.5,1.66,4.2,600,Poor
1821,37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454,Poor
1494,40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,679,Hazardous
2401,29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,Good
1232,40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,Poor
2661,24.3,49.0,14.6,21.3,21.8,5.4,0.96,11.8,441,Good
4100,30.5,76.0,30.7,48.8,25.3,3.3,1.56,7.3,721,Moderate
4573,41.6,86.7,51.4,76.8,30.1,27.7,2.27,6.8,744,Hazardous
1153,32.0,81.6,3.1,11.0,28.0,11.0,1.31,6.1,531,Moderate
3848,34.5,74.3,6.3,22.0,33.5,18.0,1.91,4.7,568,Poor
57,31.0,57.1,22.1,27.2,35.5,8.1,1.54,8.5,713,Moderate
4104,30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502,Moderate
4288,33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730,Poor
4945,37.1,105.0,124.5,136.4,41.9,26.0,2.6,2.6,849,Hazardous
1735,32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356,Moderate
2196,15.3,48.0,16.6,20.7,26.5,3.9,0.94,12.5,263,Good
3553,33.5,97.1,10.5,24.1,26.8,16.5,2.13,5.1,686,Poor
2475,25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494,Good
2564,32.5,89.5,40.5,56.8,31.3,18.7,1.86,8.1,630,Poor
3158,20.4,43.9,11.8,15.9,25.7,9.0,1.06,13.8,480,Good
4034,21.2,40.0,2.3,6.1,15.1,6.4,1.04,15.8,481,Good
3655,40.6,81.7,52.6,76.5,39.3,14.8,1.74,6.0,755,Poor
707,33.5,56.1,0.1,8.8,31.2,5.7,1.41,5.6,351,Moderate
4280,24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415,Good
1093,28.0,72.0,3.2,11.7,28.9,16.6,1.4,5.2,420,Moderate
4839,22.6,56.4,0.9,5.2,24.2,2.1,0.77,12.1,406,Good
1376,22.0,59.2,14.0,25.8,20.8,13.2,1.5,5.4,503,Moderate
4913,49.0,93.1,12.4,39.7,37.1,24.6,2.66,3.5,820,Hazardous
72,34.5,86.1,9.0,21.6,39.1,7.5,1.79,5.2,450,Moderate
1922,28.6,65.2,40.2,44.4,20.5,5.2,1.13,12.3,492,Good
3173,34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,Moderate
1764,34.5,82.1,25.3,40.9,41.4,17.2,2.73,5.0,808,Hazardous
743,29.8,90.6,5.0,34.0,35.8,9.8,1.78,10.6,492,Poor
4318,24.7,85.3,10.8,24.6,39.9,9.7,2.08,15.5,638,Poor
1005,22.8,65.3,6.6,13.3,14.7,6.7,1.03,11.3,318,Good
2668,24.7,79.4,36.3,47.9,21.0,9.9,1.67,10.3,549,Moderate
1190,25.7,71.4,13.9,18.5,22.2,6.4,1.41,7.7,520,Moderate
4631,32.0,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,Good
2601,25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579,Moderate
1125,30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,Moderate
1241,25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,Good
4606,28.7,59.4,4.0,8.5,18.9,5.6,0.84,10.1,364,Good
4130,35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442,Good
3442,47.8,74.1,38.5,62.2,41.1,11.4,1.85,6.8,549,Poor
998,27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,Moderate
3386,22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422,Good
2684,32.5,55.8,1.0,13.5,34.3,9.7,1.84,6.0,325,Moderate
1577,31.4,79.4,55.7,62.7,24.1,11.5,1.46,7.8,361,Moderate
4790,21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207,Good
1826,30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,Good
3292,28.3,82.7,11.7,19.7,28.6,14.5,1.27,5.2,430,Moderate
4989,32.3,69.5,0.4,10.8,32.6,8.2,1.35,5.8,643,Moderate
3536,29.3,58.4,0.1,5.3,23.8,6.8,0.86,17.2,571,Good
440,38.8,75.4,114.4,140.5,27.8,16.1,2.45,14.7,783,Hazardous
4951,36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,Poor
1100,31.1,56.4,10.7,17.0,12.9,5.1,1.07,10.0,572,Good
4010,34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596,Poor
3058,39.0,107.1,11.2,29.4,44.6,19.3,3.65,2.8,713,Hazardous
649,25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227,Good
1546,31.6,76.7,21.4,26.9,30.1,17.4,1.29,7.6,663,Moderate
4756,25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401,Good
3560,24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396,Good
3886,26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484,Poor
3741,29.8,55.1,15.4,27.0,28.8,20.8,1.69,6.5,602,Poor
630,25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,Moderate
672,23.5,76.1,0.2,7.4,26.9,3.4,0.9,11.2,277,Good
1249,24.6,62.1,29.9,32.6,15.3,4.3,0.82,10.3,248,Good
482,33.8,68.4,24.4,30.4,25.6,7.7,1.26,5.4,599,Moderate
1584,41.4,79.4,28.4,40.4,28.0,17.8,1.15,6.4,538,Moderate
3074,28.5,87.8,6.0,15.5,35.2,13.1,1.14,5.0,610,Moderate
4627,24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,Good
3038,23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239,Good
1462,31.3,49.2,7.2,14.9,29.3,11.9,1.37,6.7,340,Moderate
3929,32.6,82.7,71.2,87.5,30.3,15.8,2.31,6.3,712,Poor
3621,24.2,64.4,1.1,7.2,11.7,8.6,1.08,10.9,239,Good
2578,27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299,Good
3801,23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,Good
49,25.7,70.3,0.7,5.4,14.0,10.0,0.91,11.1,374,Good
4289,32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,Good
3344,22.0,50.1,4.9,10.0,23.8,2.4,1.05,12.8,493,Good
858,27.0,82.3,67.5,72.3,29.4,20.6,1.53,5.5,673,Moderate
1072,24.6,53.0,3.1,6.0,24.6,5.2,0.95,11.1,500,Good
719,26.1,67.9,19.4,21.4,16.0,-1.4,1.11,13.4,528,Good
3717,45.0,96.7,71.6,94.8,45.6,29.6,2.04,5.7,642,Hazardous
2631,29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649,Moderate
4873,26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,Good
1660,21.9,71.6,6.1,11.4,15.5,5.4,0.95,11.6,585,Good
1656,41.2,92.2,36.1,49.5,42.2,17.1,2.39,2.7,815,Hazardous
2425,28.2,62.7,0.1,7.5,17.4,4.7,0.87,12.0,528,Good
3524,32.0,101.4,60.3,78.5,45.4,25.0,3.01,4.3,698,Hazardous
4229,37.7,76.3,15.4,15.2,22.0,13.0,1.02,6.2,386,Moderate
4974,38.5,65.0,82.1,96.8,35.9,25.9,1.85,4.0,611,Poor
3309,31.2,55.8,19.5,27.0,20.5,13.4,1.47,6.1,402,Moderate
4476,38.9,90.0,28.7,41.1,31.6,15.8,1.71,7.1,666,Poor
3305,27.2,71.9,13.7,22.7,27.1,5.5,1.1,11.2,513,Good
4751,32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,Moderate
4126,25.1,61.0,17.5,36.0,27.6,17.5,1.51,6.6,458,Moderate
2606,29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471,Good
1385,20.3,52.3,2.0,6.0,25.1,4.7,0.95,13.4,277,Good
3835,28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,Good
1399,40.9,93.8,3.4,26.7,44.6,10.2,1.75,3.7,759,Poor
1195,27.4,78.8,26.0,28.3,20.0,2.1,0.99,11.1,486,Good
1408,36.6,78.5,6.0,25.9,45.5,17.8,1.58,4.0,470,Poor
3824,56.0,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,Hazardous
1798,24.0,45.0,1.9,7.1,26.1,5.2,1.15,10.9,265,Good
1475,32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,Moderate
4965,31.8,60.1,14.6,27.5,23.3,10.9,1.31,7.9,679,Moderate
35,33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734,Moderate
3541,19.9,46.2,15.4,22.1,17.9,7.8,1.07,16.9,568,Good
2345,30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,Good
4678,29.4,52.1,7.2,18.1,19.6,2.5,1.62,8.6,613,Moderate
2359,37.6,94.5,17.5,42.8,37.0,19.1,2.13,3.0,602,Hazardous
2206,33.7,49.4,28.2,36.7,41.2,16.3,1.85,3.5,568,Poor
3767,28.7,73.5,14.5,28.5,23.1,9.0,1.65,6.3,530,Moderate
1286,22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,Good
349,25.0,55.9,15.9,22.9,16.0,8.3,1.07,10.6,329,Good
2137,41.2,79.1,5.6,27.6,35.9,6.9,1.66,7.1,359,Poor
2691,35.2,79.8,11.3,18.6,37.1,8.2,1.42,9.6,510,Moderate
4560,27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376,Moderate
3967,25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547,Good
1681,23.5,51.6,0.0,8.3,23.5,7.4,0.92,19.7,450,Good
4834,28.2,84.8,19.4,23.4,27.0,6.8,1.65,6.3,661,Moderate
1443,31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,Poor
3243,27.0,45.5,6.2,13.0,24.3,5.0,1.01,10.7,205,Good
1671,25.7,51.6,17.3,20.6,16.9,7.5,1.07,10.7,454,Good
3836,35.2,71.8,12.2,25.7,28.0,7.1,1.27,7.8,327,Moderate
1179,29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345,Moderate
2798,31.9,68.4,7.8,18.9,33.0,11.4,1.68,5.7,476,Moderate
1692,32.2,95.9,3.0,12.3,32.2,5.5,1.38,6.6,485,Poor
3956,25.0,68.8,0.4,5.6,14.1,5.1,0.94,10.4,595,Good
372,36.6,93.3,46.6,54.0,29.8,19.6,2.12,4.7,624,Poor
3610,41.4,61.5,17.6,41.6,32.9,11.4,2.78,4.6,593,Poor
1916,29.3,56.4,0.5,1.5,25.0,3.4,0.88,11.2,407,Good
1357,29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,Good
1825,25.1,42.6,12.3,20.1,25.0,6.3,1.08,13.7,455,Good
786,39.4,57.0,11.2,26.3,28.7,20.4,2.01,3.8,468,Poor
469,27.7,51.3,0.5,22.9,29.1,14.0,1.68,3.8,470,Poor
140,24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244,Good
788,28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575,Good
323,29.4,76.2,12.9,28.0,27.0,13.9,1.58,7.8,696,Moderate
50,31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,Moderate
714,24.0,49.5,4.8,15.5,19.6,7.2,1.02,10.2,608,Good
4889,36.1,61.6,1.1,10.7,21.5,8.5,1.76,7.0,567,Moderate
2840,40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790,Hazardous
2446,20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297,Good
4813,35.5,71.8,7.4,27.5,33.8,22.6,1.91,3.9,676,Poor
4419,38.3,107.8,39.3,60.8,32.3,29.0,2.61,6.8,462,Hazardous
4596,29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437,Moderate
3015,37.6,99.5,142.3,157.1,36.3,20.8,1.82,2.8,528,Hazardous
2666,23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316,Good
406,30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479,Poor
3724,22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509,Good
1004,26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565,Good
3787,29.0,61.4,11.0,17.4,36.6,10.8,1.52,10.7,326,Moderate
890,28.1,50.3,3.8,14.1,21.0,12.7,1.52,6.3,496,Moderate
2411,27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469,Good
2545,25.9,78.4,27.5,33.5,26.0,4.3,1.03,11.2,360,Good
4833,25.5,54.8,19.3,27.1,25.4,3.1,0.89,11.4,530,Good
2390,28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416,Good
3940,29.6,89.1,19.4,30.7,35.4,24.7,1.74,15.4,748,Poor
42,52.5,83.9,67.5,91.2,31.6,34.6,2.31,2.9,785,Hazardous
2830,39.8,108.4,30.3,39.3,32.2,21.5,2.03,3.0,572,Hazardous
3965,34.7,85.2,30.0,42.1,36.6,5.2,1.55,7.6,448,Moderate
303,33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,Moderate
4513,22.3,82.6,36.7,44.8,31.4,6.5,1.56,5.4,350,Moderate
3747,32.5,51.2,1.6,10.5,21.6,19.3,1.53,5.9,519,Moderate
664,16.1,69.8,14.1,19.9,14.4,9.7,0.98,11.0,498,Good
1177,31.3,84.7,35.5,42.0,17.9,11.1,1.23,5.6,509,Moderate
2676,35.4,85.1,18.4,25.0,25.3,6.5,1.56,5.3,425,Moderate
1947,25.8,76.0,9.3,13.3,18.8,4.0,0.89,13.3,321,Good
2501,34.7,85.0,4.1,14.2,29.5,13.2,1.41,5.1,608,Moderate
1473,41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,Poor
3483,27.1,63.0,1.7,5.2,25.0,4.9,1.02,11.4,583,Good
3520,43.7,83.8,14.1,54.0,41.9,20.5,2.47,2.9,914,Hazardous
2132,26.0,38.6,16.6,22.7,22.0,2.8,1.22,12.9,389,Good
1026,27.0,54.9,1.5,5.6,16.1,3.5,0.96,11.6,482,Good
961,26.5,42.4,4.7,14.1,18.0,1.7,0.94,12.0,457,Good
2889,26.5,64.6,36.9,37.9,20.8,5.0,0.98,13.0,359,Good
3134,42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,Hazardous
2009,38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,Poor
2149,32.4,81.8,16.6,30.3,19.3,13.6,1.68,3.8,588,Poor
3323,25.4,75.7,17.5,29.2,18.7,11.8,1.45,7.0,462,Moderate
2338,37.4,77.5,14.6,21.9,28.2,6.5,1.09,5.8,642,Moderate
3888,24.4,70.5,28.9,39.2,18.7,5.9,0.95,12.9,342,Good
304,41.5,96.7,30.7,47.9,34.0,15.8,2.02,3.4,584,Poor
1440,22.2,59.8,6.1,10.2,27.0,8.2,0.9,13.3,408,Good
1496,20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412,Moderate
2652,31.5,50.3,4.3,14.8,20.3,12.9,1.61,9.0,677,Moderate
2875,35.8,71.8,42.3,53.4,29.8,13.3,2.32,4.0,485,Poor
916,27.9,51.1,1.3,5.3,15.0,6.1,1.01,11.7,587,Good
4182,32.8,89.1,18.0,32.4,44.1,16.1,1.64,4.3,734,Poor
3721,20.3,56.2,21.8,28.8,18.9,2.7,0.96,10.2,335,Good
2772,30.4,80.0,16.0,29.5,32.8,2.5,1.66,5.2,459,Moderate
1624,21.5,60.0,14.6,20.6,20.9,1.6,0.94,10.7,587,Good
3837,31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good
821,41.2,93.9,12.4,31.2,31.3,18.7,2.16,5.5,568,Poor
3964,32.3,65.7,8.7,19.1,28.3,11.6,1.36,6.4,322,Moderate
1354,26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454,Moderate
4497,26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,Poor
850,29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438,Good
1000,38.8,92.5,8.3,29.0,32.8,8.3,2.19,3.9,698,Hazardous
3377,29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,Moderate
18,33.8,62.6,10.1,20.0,26.6,11.2,1.78,6.0,322,Moderate
1637,29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303,Moderate
1667,36.8,71.4,5.4,46.1,41.7,6.3,2.35,2.6,846,Hazardous
493,29.4,53.6,5.6,15.9,28.9,8.5,1.61,8.9,384,Moderate
1347,30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,Moderate
3727,28.9,57.9,16.4,23.1,20.6,3.4,0.89,12.5,527,Good
4825,28.3,80.8,3.3,7.9,19.8,2.0,0.92,10.9,253,Good
3614,26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263,Good
3481,30.9,90.7,38.7,52.0,37.0,3.6,1.65,5.3,451,Moderate
687,29.6,76.8,33.8,40.2,13.1,3.6,1.16,12.6,326,Good
3731,24.7,68.9,4.2,11.1,14.8,2.4,1.06,15.9,475,Good
1608,30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659,Moderate
4084,28.7,81.0,17.8,28.2,23.5,12.0,1.42,10.5,352,Moderate
3402,31.0,75.0,8.9,17.1,30.1,5.3,1.72,3.7,531,Poor
1009,21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,Good
2408,20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427,Good
1092,35.4,84.6,34.1,42.9,23.9,9.4,1.63,9.1,629,Moderate
1327,21.8,61.9,27.4,31.3,23.8,7.7,0.96,10.8,340,Good
1677,40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400,Poor
1999,28.0,52.5,7.1,15.8,24.7,2.4,1.0,13.2,554,Good
1310,28.8,103.5,5.1,24.7,39.1,16.4,3.22,12.1,699,Hazardous
3258,26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410,Moderate
1987,22.6,62.1,16.4,21.3,17.6,4.8,0.93,11.5,324,Good
3648,30.8,85.8,27.0,29.1,18.5,11.0,1.54,8.7,466,Moderate
344,23.3,65.7,16.9,28.6,22.4,12.0,1.35,9.1,297,Moderate
4482,21.0,67.4,1.7,7.0,19.1,6.6,1.07,13.4,603,Good
986,21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,Good
4544,33.6,46.7,11.1,22.2,23.7,3.8,1.16,10.0,592,Moderate
3807,20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214,Good
4523,23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,Good
4002,17.0,77.2,19.0,26.3,19.7,8.1,1.0,11.1,217,Good
3091,22.4,65.2,34.2,38.7,28.2,5.9,1.02,10.7,532,Good
3961,42.2,83.8,9.1,27.4,24.3,5.3,2.39,9.1,619,Poor
1142,31.3,73.7,20.3,30.7,31.5,12.5,1.76,7.3,512,Moderate
2358,30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521,Poor
1198,22.2,49.8,0.6,6.9,15.9,5.4,0.96,11.7,502,Good
85,30.4,78.9,17.5,30.8,26.1,7.9,1.39,6.3,608,Moderate
1518,30.7,93.7,135.1,144.6,36.7,20.0,2.12,4.1,531,Poor
516,29.1,79.2,3.8,12.6,29.2,-0.5,1.7,6.0,436,Moderate
1381,29.8,61.0,12.4,18.5,21.8,4.8,0.94,10.4,490,Good
2716,35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614,Poor
3084,49.4,87.2,136.2,154.5,23.8,6.2,2.12,4.9,762,Poor
1014,49.0,98.4,149.7,183.1,33.8,7.6,1.12,5.2,797,Hazardous
128,24.6,55.1,2.8,9.7,19.9,7.0,0.93,10.6,448,Good
1364,29.8,92.2,15.1,29.7,25.5,5.8,1.75,5.8,657,Moderate
3623,24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614,Moderate
4970,30.5,77.1,14.0,23.8,32.3,12.4,1.8,6.9,357,Moderate
